mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
11.067500829696655,0.0,0.8001792430877686,0.0,0.001,{'r0': 0.001},1.0,1.0,0.0,1
9.652167558670044,0.0,1.491349220275879,0.0,0.056,{'r0': 0.056},1.0,1.0,0.0,1
9.427127838134766,0.0,0.8621995449066162,0.0,0.112,{'r0': 0.112},1.0,1.0,0.0,1
9.289083242416382,0.0,1.5523474216461182,0.0,0.167,{'r0': 0.167},1.0,1.0,0.0,1
9.067041158676147,0.0,0.8802042007446289,0.0,0.223,{'r0': 0.223},1.0,1.0,0.0,1
9.40410327911377,0.0,1.5923740863800049,0.0,0.278,{'r0': 0.278},1.0,1.0,0.0,1
9.645163774490356,0.0,1.2952880859375,0.0,0.334,{'r0': 0.334},1.0,1.0,0.0,1
9.461121320724487,0.0,1.408315658569336,0.0,0.389,{'r0': 0.389},1.0,1.0,0.0,1
9.375095129013062,0.0,1.5193414688110352,0.0,0.445,{'r0': 0.445},1.0,1.0,0.0,1
9.57214641571045,0.0,1.3803110122680664,0.0,0.5,{'r0': 0.5},1.0,1.0,0.0,1
